card_id,unit,exam_pool,question_unchanged,previous_exam_command,exam_command,previous_answer_format_hint,answer_format_hint,answer_format_steps,source,source_fidelity
y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived
y9cgp-098-F-chemical-energy-bridge-what-do-exothermic-reactions-do-to-the-surroundings,9F,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer
y9cgp-099-F-chemical-energy-bridge-what-do-endothermic-reactions-do-to-the-surroundings,9F,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer
y9cgp-102-F-chemical-energy-bridge-why-should-temperature-be-measured-before-and-after-a-reacti,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived
y9cgp-103-F-chemical-energy-bridge-give-one-example-of-an-endothermic-reaction-from-the-revisio,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer
y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived
y9cgp-105-F-chemical-energy-bridge-correct-the-misconception-a-cold-reaction-makes-cold-energy,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived
y9img-001-9i-density-water-displacement-calculate-density,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,Visual integration v1.52.0,source-style-redraw
y9img-002-9i-density-cuboid-calculate-density,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,Visual integration v1.52.0,source-style-redraw
y9img-003-9i-pressure-solid-block-calculate-pressure,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,Visual integration v1.52.0,source-style-redraw
y9img-005-9i-moment-balanced-missing-distance,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,Visual integration v1.52.0,source-style-redraw
y9r6-004-9j-current-voltage-resistance-calculate,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,Reaction images r6 integration v1.53.0,source-style-redraw
